t,index,memory.used,power.draw,temperature.gpu,clocks.sm,utilization.gpu,clocks_throttle_reasons.active
1788206228.6,0,50636,40.10,42,1140,0,0x0000000000000000
1788206228.6,1,49732,44.47,42,1140,0,0x0000000000000000
1788206228.6,2,51228,40.45,42,1140,0,0x0000000000000000
1788206228.6,3,60030,41.46,41,1140,0,0x0000000000000000
