t,index,memory.used,power.draw,temperature.gpu,clocks.sm,utilization.gpu,clocks_throttle_reasons.active
1788206330.5,0,51304,40.07,42,1140,0,0x0000000000000000
1788206330.5,1,50272,44.07,41,1140,0,0x0000000000000000
1788206330.5,2,51832,40.26,42,1140,0,0x0000000000000000
1788206330.5,3,60572,41.37,41,1140,0,0x0000000000000000
